Date,Open,High,Low,Close,Adj Close,Volume
2016-05-23,23.967500686645508,24.297500610351562,23.917499542236328,24.107500076293945,21.952253341674805,152074400
2016-05-24,24.30500030517578,24.522499084472656,24.209999084472656,24.475000381469727,22.286897659301758,140560800
2016-05-25,24.667499542236328,24.934999465942383,24.52750015258789,24.905000686645508,22.6784610748291,152675200
2016-05-26,24.920000076293945,25.1825008392334,24.65999984741211,25.102500915527344,22.85830307006836,225324800
2016-05-27,24.860000610351562,25.11750030517578,24.8125,25.087499618530273,22.84463882446289,145364800
2016-05-31,24.899999618530273,25.100000381469727,24.704999923706055,24.96500015258789,22.733089447021484,169228800
2016-06-01,24.7549991607666,24.885000228881836,24.582500457763672,24.614999771118164,22.41438865661621,116693200
2016-06-02,24.399999618530273,24.459999084472656,24.157499313354492,24.43000030517578,22.24592399597168,160766400
2016-06-03,24.447500228881836,24.5674991607666,24.362499237060547,24.479999542236328,22.291444778442383,114019600
2016-06-06,24.497499465942383,25.47249984741211,24.387500762939453,24.657499313354492,22.453083038330078,93170000
2016-06-07,24.8125,24.967500686645508,24.739999771118164,24.75749969482422,22.54414176940918,89638000
2016-06-08,24.7549991607666,24.889999389648438,24.670000076293945,24.735000610351562,22.523653030395508,83392400
2016-06-09,24.625,24.997499465942383,24.614999771118164,24.912500381469727,22.685291290283203,106405600
2016-06-10,24.63249969482422,24.837499618530273,24.6200008392334,24.707500457763672,22.498611450195312,126851600
2016-06-13,24.672500610351562,24.780000686645508,24.274999618530273,24.334999084472656,22.159414291381836,152082000
2016-06-14,24.329999923706055,24.6200008392334,24.1875,24.364999771118164,22.186731338500977,127727600
2016-06-15,24.454999923706055,24.602500915527344,24.25749969482422,24.28499984741211,22.11388397216797,117780800
2016-06-16,24.112499237060547,24.4375,24.017499923706055,24.387500762939453,22.207229614257812,125307200
2016-06-17,24.155000686645508,24.162500381469727,23.825000762939453,23.832500457763672,21.70183753967285,244032800
2016-06-20,24.0,24.142499923706055,23.75749969482422,23.774999618530273,21.649484634399414,137647600
2016-06-21,23.735000610351562,24.087499618530273,23.670000076293945,23.977500915527344,21.83387565612793,142185600
2016-06-22,24.0625,24.22249984741211,23.837499618530273,23.887500762939453,21.75191879272461,116876400
2016-06-23,23.985000610351562,24.072500228881836,23.8125,24.024999618530273,21.87713050842285,128960800
2016-06-24,23.227500915527344,23.665000915527344,23.162500381469727,23.350000381469727,21.26247787475586,301245600
2016-06-27,23.25,23.262500762939453,22.875,23.010000228881836,20.952869415283203,181958400
2016-06-28,23.225000381469727,23.415000915527344,23.03499984741211,23.397499084472656,21.30573081970215,161779600
2016-06-29,23.49250030517578,23.637500762939453,23.407499313354492,23.600000381469727,21.490123748779297,146124000
2016-06-30,23.610000610351562,23.9424991607666,23.575000762939453,23.899999618530273,21.7633056640625,143345600
2016-07-01,23.872499465942383,24.11750030517578,23.832500457763672,23.97249984741211,21.829326629638672,104106000
2016-07-05,23.84749984741211,23.850000381469727,23.614999771118164,23.747499465942383,21.624439239501953,110820800
2016-07-06,23.649999618530273,23.915000915527344,23.592500686645508,23.88249969482422,21.74736785888672,123796400
2016-07-07,23.924999237060547,24.125,23.905000686645508,23.985000610351562,21.840709686279297,100558400
2016-07-08,24.122499465942383,24.22249984741211,24.012500762939453,24.170000076293945,22.00916290283203,115648400
2016-07-11,24.1875,24.412500381469727,24.1825008392334,24.2450008392334,22.07746124267578,95179600
2016-07-12,24.292499542236328,24.424999237060547,24.280000686645508,24.354999542236328,22.177623748779297,96670000
2016-07-13,24.352500915527344,24.417499542236328,24.209999084472656,24.217500686645508,22.05242347717285,103568800
2016-07-14,24.34749984741211,24.747499465942383,24.329999923706055,24.697500228881836,22.489505767822266,155676000
2016-07-15,24.729999542236328,24.825000762939453,24.625,24.69499969482422,22.487232208251953,120548000
2016-07-18,24.674999237060547,25.032499313354492,24.649999618530273,24.957500457763672,22.726266860961914,145975600
2016-07-19,24.889999389648438,25.0,24.834999084472656,24.967500686645508,22.73536491394043,95119600
2016-07-20,25.0,25.114999771118164,24.934999465942383,24.989999771118164,22.755861282348633,105104000
2016-07-21,24.957500457763672,25.25,24.782499313354492,24.857500076293945,22.635204315185547,130808000
2016-07-22,24.815000534057617,24.825000762939453,24.577499389648438,24.665000915527344,22.45991325378418,113254800
2016-07-25,24.5625,24.709999084472656,24.229999542236328,24.334999084472656,22.159414291381836,161531600
2016-07-26,24.204999923706055,24.49250030517578,24.104999542236328,24.167499542236328,22.00689697265625,224959200
2016-07-27,26.0674991607666,26.087499618530273,25.6875,25.737499237060547,23.436525344848633,369379200
2016-07-28,25.707500457763672,26.112499237060547,25.704999923706055,26.084999084472656,23.752965927124023,159479200
2016-07-29,26.047500610351562,26.137500762939453,25.920000076293945,26.052499771118164,23.72336769104004,110934800
2016-08-01,26.102500915527344,26.537500381469727,26.102500915527344,26.512500762939453,24.142253875732422,152671600
2016-08-02,26.512500762939453,26.517499923706055,26.0,26.1200008392334,23.784839630126953,135266400
2016-08-03,26.202499389648438,26.459999084472656,26.1924991607666,26.447500228881836,24.08305549621582,120810400
2016-08-04,26.395000457763672,26.5,26.31999969482422,26.467500686645508,24.231826782226562,109634800
2016-08-05,26.5674991607666,26.912500381469727,26.545000076293945,26.8700008392334,24.60033416748047,162213600
2016-08-08,26.8799991607666,27.092500686645508,26.790000915527344,27.092500686645508,24.804035186767578,112148800
2016-08-09,27.0575008392334,27.235000610351562,27.002500534057617,27.202499389648438,24.904748916625977,105260800
2016-08-10,27.177499771118164,27.225000381469727,26.940000534057617,27.0,24.71935272216797,96034000
2016-08-11,27.1299991607666,27.232500076293945,26.962499618530273,26.982500076293945,24.703325271606445,109938000
2016-08-12,26.94499969482422,27.110000610351562,26.94499969482422,27.045000076293945,24.760549545288086,74641600
2016-08-15,27.03499984741211,27.385000228881836,27.020000457763672,27.3700008392334,25.058103561401367,103472800
2016-08-16,27.407499313354492,27.5575008392334,27.302499771118164,27.344999313354492,25.03520965576172,135177600
2016-08-17,27.274999618530273,27.342500686645508,27.084999084472656,27.30500030517578,24.99858856201172,101424000
2016-08-18,27.3075008392334,27.399999618530273,27.2549991607666,27.270000457763672,24.96653938293457,87938800
2016-08-19,27.1924991607666,27.422500610351562,27.09000015258789,27.34000015258789,25.030630111694336,101472400
2016-08-22,27.21500015258789,27.274999618530273,26.962499618530273,27.127500534057617,24.83608055114746,103280800
2016-08-23,27.147499084472656,27.329999923706055,27.13249969482422,27.212499618530273,24.913902282714844,85030800
2016-08-24,27.142499923706055,27.1875,26.920000076293945,27.00749969482422,24.726219177246094,94700400
2016-08-25,26.84749984741211,26.969999313354492,26.670000076293945,26.892499923706055,24.620927810668945,100344800
2016-08-26,26.852500915527344,26.987499237060547,26.577499389648438,26.735000610351562,24.476734161376953,111065200
2016-08-29,26.655000686645508,26.860000610351562,26.572500228881836,26.704999923706055,24.44926643371582,99881200
2016-08-30,26.450000762939453,26.625,26.375,26.5,24.2615909576416,99455600
2016-08-31,26.415000915527344,26.642499923706055,26.40999984741211,26.524999618530273,24.28447151184082,118649600
2016-09-01,26.53499984741211,26.700000762939453,26.405000686645508,26.6825008392334,24.42867088317871,106806000
2016-09-02,26.924999237060547,27.0,26.704999923706055,26.9325008392334,24.657554626464844,107210000
2016-09-06,26.975000381469727,27.075000762939453,26.877500534057617,26.924999237060547,24.650680541992188,107521600
2016-09-07,26.957500457763672,27.190000534057617,26.767499923706055,27.09000015258789,24.8017520904541,169457200
2016-09-08,26.8125,26.8174991607666,26.309999465942383,26.3799991607666,24.15172004699707,212008000
2016-09-09,26.15999984741211,26.43000030517578,25.782499313354492,25.782499313354492,23.604686737060547,186228000
2016-09-12,25.662500381469727,26.43000030517578,25.63249969482422,26.360000610351562,24.133407592773438,181171200
2016-09-13,26.877500534057617,27.197500228881836,26.809999465942383,26.987499237060547,24.707901000976562,248704800
2016-09-14,27.1825008392334,28.25749969482422,27.149999618530273,27.9424991607666,25.582239151000977,443554800
2016-09-15,28.46500015258789,28.9325008392334,28.372499465942383,28.892499923706055,26.451984405517578,359934400
2016-09-16,28.780000686645508,29.032499313354492,28.510000228881836,28.729999542236328,26.303213119506836,319547600
2016-09-19,28.797500610351562,29.045000076293945,28.3125,28.395000457763672,25.99651336669922,188092000
2016-09-20,28.262500762939453,28.530000686645508,28.127500534057617,28.392499923706055,25.99422836303711,138057200
2016-09-21,28.462499618530273,28.497499465942383,28.110000610351562,28.387500762939453,25.989648818969727,144012800
2016-09-22,28.587499618530273,28.735000610351562,28.5,28.655000686645508,26.23455238342285,124296000
2016-09-23,28.604999542236328,28.697500228881836,27.887500762939453,28.177499771118164,25.797380447387695,209924800
2016-09-26,27.90999984741211,28.34749984741211,27.887500762939453,28.219999313354492,25.8362979888916,119477600
2016-09-27,28.25,28.295000076293945,28.084999084472656,28.272499084472656,25.884361267089844,98429600
2016-09-28,28.422500610351562,28.65999984741211,28.357500076293945,28.487499237060547,26.08120346069336,118564400
2016-09-29,28.290000915527344,28.450000762939453,27.950000762939453,28.045000076293945,25.67607879638672,143548000
2016-09-30,28.114999771118164,28.342500686645508,27.950000762939453,28.262500762939453,25.875205993652344,145516400
2016-10-03,28.177499771118164,28.262500762939453,28.06999969482422,28.1299991607666,25.75389862060547,86807200
2016-10-04,28.264999389648438,28.577499389648438,28.157499313354492,28.25,25.8637638092041,118947200
2016-10-05,28.350000381469727,28.415000915527344,28.172500610351562,28.262500762939453,25.875205993652344,85812400
2016-10-06,28.424999237060547,28.584999084472656,28.282499313354492,28.47249984741211,26.067466735839844,115117200
2016-10-07,28.577499389648438,28.639999389648438,28.377500534057617,28.514999389648438,26.10637855529785,97433600
2016-10-10,28.7549991607666,29.1875,28.68000030517578,29.012500762939453,26.561857223510742,144944000
2016-10-11,29.424999237060547,29.672500610351562,29.049999237060547,29.075000762939453,26.619081497192383,256164000
2016-10-12,29.337499618530273,29.4950008392334,29.1875,29.334999084472656,26.857118606567383,150347200
2016-10-13,29.197500228881836,29.360000610351562,28.93000030517578,29.2450008392334,26.77471351623535,140769600
2016-10-14,29.469999313354492,29.542499542236328,29.282499313354492,29.407499313354492,26.923486709594727,142608800
2016-10-17,29.332500457763672,29.459999084472656,29.19499969482422,29.387500762939453,26.90518569946289,94499600
2016-10-18,29.545000076293945,29.552499771118164,29.362499237060547,29.36750030517578,26.886873245239258,98214000
2016-10-19,29.3125,29.440000534057617,28.450000762939453,29.280000686645508,26.806760787963867,80138400
2016-10-20,29.21500015258789,29.344999313354492,29.082500457763672,29.264999389648438,26.79302406311035,96503200
2016-10-21,29.202499389648438,29.227500915527344,29.06999969482422,29.149999618530273,26.687744140625,92770800
2016-10-24,29.274999618530273,29.434999465942383,29.25,29.412500381469727,26.92807388305664,94154800
